id,product_url,product_name,price,currency,image_url,location,sold,shop_type,list_type,sourcing_status,sourcing_notes,status_updated_at,created_at,updated_at
45,https://shopee.sg/SmartHeart-Refine-Cat-Wet-Food-Pouch-Selected-Tuna-in-Jelly-70g-(5-Real-Meat-Recipes)-i.282948424.23946841316?sp_atk=97dd3175-6b4f-494e-ac0a-628b929b76a7&xptdk=97dd3175-6b4f-494e-ac0a-628b929b76a7,SmartHeart Refine Cat Wet Food Pouch - Selected Tuna in Jelly 70g (5 Real Meat Recipes),,,https://down-sg.img.susercontent.com/file/limw0uf9jgtz0c_tn.webp,,70,Standard,検索/カテゴリー,,,,2025-09-12 12:23:01.207967,2025-09-12 12:23:24.452976
46,https://shopee.sg/Cat-Wet-Food-Ron-Ron-Halal-Starter-Pack-of-12-sachets-(4-sachets-per-flavor)-i.44681767.23943588884?sp_atk=02de6594-026a-497c-8331-255ce62e5ad9&xptdk=02de6594-026a-497c-8331-255ce62e5ad9,"Cat Wet Food Ron Ron Halal, Starter Pack of 12 sachets (4 sachets per flavor)",,,https://down-sg.img.susercontent.com/file/lxmseojtew0aff_tn.webp,,0,Standard,検索/カテゴリー,,,,2025-09-12 12:23:01.208917,2025-09-12 12:23:24.453578
47,https://shopee.sg/Jerky-Time-Dog-Treats-80g-Chicken-Lamb-Duck-i.291402948.23933704303?sp_atk=0c5112b4-2905-4da3-8d58-7ed0272ffdeb&xptdk=0c5112b4-2905-4da3-8d58-7ed0272ffdeb,"Jerky Time Dog Treats 80g -Chicken, Lamb, Duck",,,https://down-sg.img.susercontent.com/file/zs2dy38z7wov94_tn.webp,,80,Standard,検索/カテゴリー,,,,2025-09-12 12:23:01.210448,2025-09-12 12:23:24.454162
48,https://shopee.sg/MOOCHIE-Creamy-Broth-for-Cats-40g-i.176639221.23837273923?sp_atk=844c639c-de26-4368-a6a0-732df637e35d&xptdk=844c639c-de26-4368-a6a0-732df637e35d,MOOCHIE Creamy Broth for Cats 40g,,,https://down-sg.img.susercontent.com/file/mefcav678wzm28_tn.webp,,40,Standard,検索/カテゴリー,,,,2025-09-12 12:23:01.211798,2025-09-12 12:23:24.454806
49,https://shopee.sg/Vitakraft-Joesie-Hearts-Tray-(85g)-i.310497804.23835544045?sp_atk=f892122f-7cd1-4e19-975c-4178c2b636ae&xptdk=f892122f-7cd1-4e19-975c-4178c2b636ae,Vitakraft - Joesie Hearts Tray (85g),,,https://down-sg.img.susercontent.com/file/ley4klx12p6w52_tn.webp,,85,Standard,検索/カテゴリー,,,,2025-09-12 12:23:01.212707,2025-09-12 12:23:24.455386
50,https://shopee.sg/%F0%9F%87%B8%F0%9F%87%AC-Dehydrated-Corn-Cob-Glutinous-Corn-Cob-Freeze-Dried-Corn-Hamster-Treats-Hamster-Molar-Chew-Corn-Cob-Slices-i.75774560.23802191858?sp_atk=6502fc03-e5b0-45f9-a880-d6edc24ec616&xptdk=6502fc03-e5b0-45f9-a880-d6edc24ec616,🇸🇬 Dehydrated Corn Cob | Glutinous Corn Cob | Freeze Dried Corn | Hamster Treats | Hamster Molar Chew | Corn Cob Slices,,,https://down-sg.img.susercontent.com/file/ma1bl492zuleec_tn.webp,,0,Standard,検索/カテゴリー,,,,2025-09-12 12:23:01.215344,2025-09-12 12:23:24.455975
51,https://shopee.sg/Aixia-Kuro-can-Wet-Cat-Foods-80g--i.291402948.23768338785?sp_atk=164c8abb-397e-4681-852c-4ffcf6f69902&xptdk=164c8abb-397e-4681-852c-4ffcf6f69902,Aixia Kuro-can Wet Cat Foods 80g -,,,https://down-sg.img.susercontent.com/file/a055b389e9d5ee09b62fb158d8a963e5_tn.webp,,80,Standard,検索/カテゴリー,,,,2025-09-12 12:23:01.216666,2025-09-12 12:23:24.456558
52,https://shopee.sg/CLEARANCE-Friskies-Party-Mix-Crunch-(60g)-i.310497804.23719172367?sp_atk=d54aff91-9c94-4a39-a4d5-f24147a5d49b&xptdk=d54aff91-9c94-4a39-a4d5-f24147a5d49b,CLEARANCE: Friskies Party Mix Crunch (60g),,,https://down-sg.img.susercontent.com/file/m0eb7j8qj3cgb4_tn.webp,,60,Standard,検索/カテゴリー,,,,2025-09-12 12:23:01.217859,2025-09-12 12:23:24.457147
53,https://shopee.sg/-2-off!-Wellness-Core-Tiny-Tasters-1.75-oz-Appetizing-Entrees-1.4-oz-Wet-Cat-Food-i.291402948.23718693233?sp_atk=0b7c4ae0-0b02-4189-9aeb-9be636b8c8d2&xptdk=0b7c4ae0-0b02-4189-9aeb-9be636b8c8d2,[2% off!] Wellness Core Tiny Tasters 1.75 oz | Appetizing Entrees 1.4 oz Wet Cat Food,,,https://down-sg.img.susercontent.com/file/mbkfxm1p8g4n28_tn.webp,,2,Standard,検索/カテゴリー,,,,2025-09-12 12:23:01.219060,2025-09-12 12:23:24.457911
54,https://shopee.sg/Kit-Cat-Petite-Tuna-Pouch-Wet-Cat-Food-70g(7-Flavours)-i.377700604.23621561010?sp_atk=743ee523-2914-4925-bc94-12bfe91ff938&xptdk=743ee523-2914-4925-bc94-12bfe91ff938,Kit Cat Petite Tuna Pouch Wet Cat Food  70g(7 Flavours),,,https://down-sg.img.susercontent.com/file/9glr7zn6y3mvb0_tn.webp,,70,Standard,検索/カテゴリー,,,,2025-09-12 12:23:01.220256,2025-09-12 12:23:24.458857
